,target_end_date,value,model,Start
6019,2021-05-08,5650.0,UCM_MESALab-FoGSEIR,2021-04-10
6020,2021-04-17,4518.428768611505,UCSD_NEU-DeepGLEAM,2021-04-10
6021,2021-04-24,4261.514881075951,UCSD_NEU-DeepGLEAM,2021-04-10
6022,2021-05-01,4203.677643324125,UCSD_NEU-DeepGLEAM,2021-04-10
6023,2021-05-08,4326.374723414569,UCSD_NEU-DeepGLEAM,2021-04-10
6024,2021-04-17,6067.0,UMass-MechBayes,2021-04-10
6025,2021-04-24,6108.0,UMass-MechBayes,2021-04-10
6026,2021-05-01,6152.0,UMass-MechBayes,2021-04-10
6027,2021-05-08,6380.0,UMass-MechBayes,2021-04-10
6028,2021-04-17,6808.624432614888,UMich-RidgeTfReg,2021-04-10
6029,2021-04-24,7777.741604193463,UMich-RidgeTfReg,2021-04-10
6030,2021-05-01,8573.769576880499,UMich-RidgeTfReg,2021-04-10
6031,2021-05-08,10124.038381420309,UMich-RidgeTfReg,2021-04-10
6032,2021-04-17,5421.0,USC-SI_kJalpha,2021-04-10
6033,2021-04-24,5805.0,USC-SI_kJalpha,2021-04-10
6034,2021-05-01,6068.0,USC-SI_kJalpha,2021-04-10
6035,2021-05-08,6043.0,USC-SI_kJalpha,2021-04-10
6036,2021-04-17,4214.0,UT-Mobility,2021-04-10
6037,2021-04-24,4201.0,UT-Mobility,2021-04-10
6038,2021-05-01,3370.0,UT-Mobility,2021-04-10
6039,2021-05-08,2640.0,UT-Mobility,2021-04-10
6040,2021-04-17,6048.4009,UpstateSU-GRU,2021-04-10
6041,2021-04-24,5597.2275,UpstateSU-GRU,2021-04-10
6042,2021-05-01,5588.9521,UpstateSU-GRU,2021-04-10
6043,2021-05-08,5901.498,UpstateSU-GRU,2021-04-10
6044,2021-04-24,5051.0,Real,2021-04-17
6045,2021-05-01,4922.0,Real,2021-04-17
6046,2021-05-08,4739.0,Real,2021-04-17
6047,2021-05-15,4077.0,Real,2021-04-17
6048,2021-04-24,4846.177911712992,AIpert-pwllnod,2021-04-17
6049,2021-05-01,4641.362752759551,AIpert-pwllnod,2021-04-17
6050,2021-05-08,4498.767750405653,AIpert-pwllnod,2021-04-17
6051,2021-05-15,4407.582995511114,AIpert-pwllnod,2021-04-17
6052,2021-04-24,5427.727,BPagano-RtDriven,2021-04-17
6053,2021-05-01,5685.833,BPagano-RtDriven,2021-04-17
6054,2021-05-08,6163.031,BPagano-RtDriven,2021-04-17
6055,2021-05-15,6849.151,BPagano-RtDriven,2021-04-17
6056,2021-04-24,4977.923,CEID-Walk,2021-04-17
6057,2021-05-01,4938.631,CEID-Walk,2021-04-17
6058,2021-05-08,4993.635,CEID-Walk,2021-04-17
6059,2021-05-15,5137.768,CEID-Walk,2021-04-17
6060,2021-04-24,5558.0,CU-nochange,2021-04-17
6061,2021-05-01,5649.0,CU-nochange,2021-04-17
6062,2021-05-08,5723.0,CU-nochange,2021-04-17
6063,2021-05-15,5774.0,CU-nochange,2021-04-17
6064,2021-04-24,6183.0,Columbia_UNC-SurvCon,2021-04-17
6065,2021-05-01,6581.0,Columbia_UNC-SurvCon,2021-04-17
6066,2021-05-08,6990.0,Columbia_UNC-SurvCon,2021-04-17
6067,2021-05-15,7410.0,Columbia_UNC-SurvCon,2021-04-17
6068,2021-04-24,6366.84461261902,Covid19Sim-Simulator,2021-04-17
6069,2021-05-01,6513.05204785906,Covid19Sim-Simulator,2021-04-17
6070,2021-05-08,6431.02267447079,Covid19Sim-Simulator,2021-04-17
6071,2021-05-15,6082.68571479176,Covid19Sim-Simulator,2021-04-17
6072,2021-04-24,4868.0,CovidAnalytics-DELPHI,2021-04-17
6073,2021-05-01,4237.0,CovidAnalytics-DELPHI,2021-04-17
6074,2021-05-08,3592.0,CovidAnalytics-DELPHI,2021-04-17
6075,2021-05-15,2977.0,CovidAnalytics-DELPHI,2021-04-17
6076,2021-04-24,4947.5862,DDS-NBDS,2021-04-17
6077,2021-05-01,5347.491999999998,DDS-NBDS,2021-04-17
6078,2021-05-08,5678.3002,DDS-NBDS,2021-04-17
6079,2021-05-15,6191.4952,DDS-NBDS,2021-04-17
6080,2021-04-24,5456.62,GT-DeepCOVID,2021-04-17
6081,2021-05-01,5387.85,GT-DeepCOVID,2021-04-17
6082,2021-05-08,5744.32,GT-DeepCOVID,2021-04-17
6083,2021-05-15,6162.31,GT-DeepCOVID,2021-04-17
6084,2021-04-24,5133.1039913784325,IEM_MED-CovidProject,2021-04-17
6085,2021-05-01,4915.126896430884,IEM_MED-CovidProject,2021-04-17
6086,2021-05-08,4827.757385028134,IEM_MED-CovidProject,2021-04-17
6087,2021-05-15,4900.249999999999,IEM_MED-CovidProject,2021-04-17
6088,2021-04-24,5120.28,IUPUI-HkPrMobiDyR,2021-04-17
6089,2021-05-01,3731.7,IUPUI-HkPrMobiDyR,2021-04-17
6090,2021-05-08,5605.98,IUPUI-HkPrMobiDyR,2021-04-17
6091,2021-05-15,6419.65,IUPUI-HkPrMobiDyR,2021-04-17
6092,2021-04-24,4486.0,IowaStateLW-STEM,2021-04-17
6093,2021-05-01,4069.0,IowaStateLW-STEM,2021-04-17
6094,2021-05-08,3741.0,IowaStateLW-STEM,2021-04-17
6095,2021-05-15,3474.0,IowaStateLW-STEM,2021-04-17
6096,2021-04-24,5010.29209,JHUAPL-Bucky,2021-04-17
6097,2021-05-01,4947.134590000001,JHUAPL-Bucky,2021-04-17
6098,2021-05-08,3837.01503,JHUAPL-Bucky,2021-04-17
6099,2021-05-15,3305.4280200000003,JHUAPL-Bucky,2021-04-17
6100,2021-04-24,4536.0,JHU_CSSE-DECOM,2021-04-17
6101,2021-05-01,4335.0,JHU_CSSE-DECOM,2021-04-17
6102,2021-05-08,4186.0,JHU_CSSE-DECOM,2021-04-17
6103,2021-05-15,4110.0,JHU_CSSE-DECOM,2021-04-17
6104,2021-04-24,9752.18969733027,JHU_IDD-CovidSP,2021-04-17
6105,2021-05-01,9997.19071159028,JHU_IDD-CovidSP,2021-04-17
6106,2021-05-08,10910.4656828351,JHU_IDD-CovidSP,2021-04-17
6107,2021-05-15,12755.3976725937,JHU_IDD-CovidSP,2021-04-17
6108,2021-04-24,5627.7,Karlen-pypm,2021-04-17
6109,2021-05-01,5894.5,Karlen-pypm,2021-04-17
6110,2021-05-08,6164.6,Karlen-pypm,2021-04-17
6111,2021-05-15,6385.3,Karlen-pypm,2021-04-17
6112,2021-04-24,4383.5,LANL-GrowthRate,2021-04-17
6113,2021-05-01,3709.0,LANL-GrowthRate,2021-04-17
6114,2021-05-08,3195.0,LANL-GrowthRate,2021-04-17
6115,2021-05-15,2790.5,LANL-GrowthRate,2021-04-17
6116,2021-04-24,5216.730651631509,LNQ-ens1,2021-04-17
6117,2021-05-01,5549.269540068403,LNQ-ens1,2021-04-17
6118,2021-05-08,5616.386904154903,LNQ-ens1,2021-04-17
6119,2021-05-15,5408.2534252242185,LNQ-ens1,2021-04-17
6120,2021-04-24,7817.623879999621,MITCovAlliance-SIR,2021-04-17
6121,2021-05-01,7418.319470000104,MITCovAlliance-SIR,2021-04-17
6122,2021-05-08,7005.5521300002,MITCovAlliance-SIR,2021-04-17
6123,2021-05-15,6597.800589999766,MITCovAlliance-SIR,2021-04-17
6124,2021-04-24,6112.0,MIT_CritData-GBCF,2021-04-17
6125,2021-05-01,6159.0,MIT_CritData-GBCF,2021-04-17
6126,2021-05-08,6084.0,MIT_CritData-GBCF,2021-04-17
6127,2021-05-15,6648.0,MIT_CritData-GBCF,2021-04-17
6128,2021-04-24,4879.418172117172,MIT_ISOLAT-Mixtures,2021-04-17
6129,2021-05-01,3570.860648490231,MIT_ISOLAT-Mixtures,2021-04-17
6130,2021-05-08,2216.1337664906114,MIT_ISOLAT-Mixtures,2021-04-17
6131,2021-05-15,1184.063006187159,MIT_ISOLAT-Mixtures,2021-04-17
6132,2021-04-24,4637.613455807224,MOBS-GLEAM_COVID,2021-04-17
6133,2021-05-01,4442.5884282869865,MOBS-GLEAM_COVID,2021-04-17
6134,2021-05-08,4357.74935134402,MOBS-GLEAM_COVID,2021-04-17
6135,2021-05-15,4453.687562674483,MOBS-GLEAM_COVID,2021-04-17
6136,2021-04-24,5097.292851495598,Microsoft-DeepSTIA,2021-04-17
6137,2021-05-01,6216.947239345269,Microsoft-DeepSTIA,2021-04-17
6138,2021-05-08,5934.673883910001,Microsoft-DeepSTIA,2021-04-17
6139,2021-05-15,6558.901086478274,Microsoft-DeepSTIA,2021-04-17
6140,2021-04-24,4865.094707892914,OliverWyman-Navigator,2021-04-17
6141,2021-05-01,4561.725663931342,OliverWyman-Navigator,2021-04-17
6142,2021-05-08,4366.917126698453,OliverWyman-Navigator,2021-04-17
6143,2021-05-15,4356.064731795665,OliverWyman-Navigator,2021-04-17
6144,2021-04-24,3169.0,PSI-DRAFT,2021-04-17
6145,2021-05-01,2466.5,PSI-DRAFT,2021-04-17
6146,2021-05-08,1921.5,PSI-DRAFT,2021-04-17
6147,2021-05-15,1506.0,PSI-DRAFT,2021-04-17
6148,2021-04-24,5817.98,RobertWalraven-ESG,2021-04-17
6149,2021-05-01,5922.74,RobertWalraven-ESG,2021-04-17
6150,2021-05-08,5814.51,RobertWalraven-ESG,2021-04-17
6151,2021-05-15,5451.35,RobertWalraven-ESG,2021-04-17
6152,2021-04-24,5247.0,SteveMcConnell-CovidComplete,2021-04-17
6153,2021-05-01,5638.0,SteveMcConnell-CovidComplete,2021-04-17
6154,2021-05-08,5684.0,SteveMcConnell-CovidComplete,2021-04-17
6155,2021-05-15,5679.0,SteveMcConnell-CovidComplete,2021-04-17
6156,2021-04-24,5677.976,TTU-squider,2021-04-17
6157,2021-05-01,5309.613,TTU-squider,2021-04-17
6158,2021-05-08,5027.181,TTU-squider,2021-04-17
6159,2021-05-15,4798.9,TTU-squider,2021-04-17
6160,2021-04-24,4383.0,UA-EpiCovDA,2021-04-17
6161,2021-05-01,4228.0,UA-EpiCovDA,2021-04-17
6162,2021-05-08,3992.0,UA-EpiCovDA,2021-04-17
6163,2021-05-15,3673.0,UA-EpiCovDA,2021-04-17
6164,2021-04-24,5413.0,UCM_MESALab-FoGSEIR,2021-04-17
6165,2021-05-01,5117.0,UCM_MESALab-FoGSEIR,2021-04-17
6166,2021-05-08,4851.0,UCM_MESALab-FoGSEIR,2021-04-17
6167,2021-05-15,4611.0,UCM_MESALab-FoGSEIR,2021-04-17
6168,2021-04-24,4483.583440602894,UCSD_NEU-DeepGLEAM,2021-04-17
6169,2021-05-01,4262.005842374319,UCSD_NEU-DeepGLEAM,2021-04-17
6170,2021-05-08,4159.821272108424,UCSD_NEU-DeepGLEAM,2021-04-17
6171,2021-05-15,4240.282278982799,UCSD_NEU-DeepGLEAM,2021-04-17
6172,2021-04-24,5550.0,UMass-MechBayes,2021-04-17
6173,2021-05-01,5409.0,UMass-MechBayes,2021-04-17
6174,2021-05-08,5194.0,UMass-MechBayes,2021-04-17
6175,2021-05-15,5102.0,UMass-MechBayes,2021-04-17
6176,2021-04-24,6098.273382384796,UMich-RidgeTfReg,2021-04-17
6177,2021-05-01,5934.040855096886,UMich-RidgeTfReg,2021-04-17
6178,2021-05-08,6168.972012755228,UMich-RidgeTfReg,2021-04-17
6179,2021-05-15,5857.591022703797,UMich-RidgeTfReg,2021-04-17
6180,2021-04-24,5308.0,USC-SI_kJalpha,2021-04-17
6181,2021-05-01,5574.0,USC-SI_kJalpha,2021-04-17
6182,2021-05-08,5771.0,USC-SI_kJalpha,2021-04-17
6183,2021-05-15,5729.0,USC-SI_kJalpha,2021-04-17
6184,2021-04-24,5839.8193,UpstateSU-GRU,2021-04-17
6185,2021-05-01,5617.9673,UpstateSU-GRU,2021-04-17
6186,2021-05-08,5542.1167,UpstateSU-GRU,2021-04-17
6187,2021-05-15,5280.1699,UpstateSU-GRU,2021-04-17
6188,2021-05-01,4922.0,Real,2021-04-24
6189,2021-05-08,4739.0,Real,2021-04-24
6190,2021-05-15,4077.0,Real,2021-04-24
6191,2021-05-22,3927.0,Real,2021-04-24
6192,2021-05-01,4838.467543342027,AIpert-pwllnod,2021-04-24
6193,2021-05-08,4777.735048170312,AIpert-pwllnod,2021-04-24
6194,2021-05-15,4768.511385591168,AIpert-pwllnod,2021-04-24
6195,2021-05-22,4798.192791809314,AIpert-pwllnod,2021-04-24
6196,2021-05-01,4903.518,BPagano-RtDriven,2021-04-24
6197,2021-05-08,5051.031,BPagano-RtDriven,2021-04-24
6198,2021-05-15,5063.364,BPagano-RtDriven,2021-04-24
6199,2021-05-22,4857.523,BPagano-RtDriven,2021-04-24
6200,2021-05-01,5031.297,CEID-Walk,2021-04-24
6201,2021-05-08,5107.465,CEID-Walk,2021-04-24
6202,2021-05-15,4992.451,CEID-Walk,2021-04-24
6203,2021-05-22,5118.219,CEID-Walk,2021-04-24
6204,2021-05-01,5080.0,CU-nochange,2021-04-24
6205,2021-05-08,4764.0,CU-nochange,2021-04-24
6206,2021-05-15,4279.0,CU-nochange,2021-04-24
6207,2021-05-22,3787.0,CU-nochange,2021-04-24
6208,2021-05-01,4870.0,Columbia_UNC-SurvCon,2021-04-24
6209,2021-05-08,4807.0,Columbia_UNC-SurvCon,2021-04-24
6210,2021-05-15,4809.0,Columbia_UNC-SurvCon,2021-04-24
6211,2021-05-22,4925.0,Columbia_UNC-SurvCon,2021-04-24
6212,2021-05-01,4297.52637801273,Covid19Sim-Simulator,2021-04-24
6213,2021-05-08,3529.50827659527,Covid19Sim-Simulator,2021-04-24
6214,2021-05-15,2802.59936264018,Covid19Sim-Simulator,2021-04-24
6215,2021-05-22,2160.81339964771,Covid19Sim-Simulator,2021-04-24
6216,2021-05-01,4247.0,CovidAnalytics-DELPHI,2021-04-24
6217,2021-05-08,3664.0,CovidAnalytics-DELPHI,2021-04-24
6218,2021-05-15,3095.0,CovidAnalytics-DELPHI,2021-04-24
6219,2021-05-22,2560.0,CovidAnalytics-DELPHI,2021-04-24
6220,2021-05-01,4345.2558,DDS-NBDS,2021-04-24
6221,2021-05-08,4522.529,DDS-NBDS,2021-04-24
6222,2021-05-15,4521.4074,DDS-NBDS,2021-04-24
6223,2021-05-22,4644.6716,DDS-NBDS,2021-04-24
6224,2021-05-01,5359.78,GT-DeepCOVID,2021-04-24
6225,2021-05-08,5264.96,GT-DeepCOVID,2021-04-24
6226,2021-05-15,5229.62,GT-DeepCOVID,2021-04-24
6227,2021-05-22,5070.96,GT-DeepCOVID,2021-04-24
6228,2021-05-01,4654.143554687497,IEM_MED-CovidProject,2021-04-24
6229,2021-05-08,4544.488189532711,IEM_MED-CovidProject,2021-04-24
6230,2021-05-15,4520.819171401732,IEM_MED-CovidProject,2021-04-24
6231,2021-05-22,4558.885724873429,IEM_MED-CovidProject,2021-04-24
6232,2021-05-01,4877.61,IUPUI-HkPrMobiDyR,2021-04-24
6233,2021-05-08,3543.89,IUPUI-HkPrMobiDyR,2021-04-24
6234,2021-05-15,4877.69,IUPUI-HkPrMobiDyR,2021-04-24
6235,2021-05-22,5425.93,IUPUI-HkPrMobiDyR,2021-04-24
6236,2021-05-01,4351.0,IowaStateLW-STEM,2021-04-24
6237,2021-05-08,3823.0,IowaStateLW-STEM,2021-04-24
6238,2021-05-15,3422.0,IowaStateLW-STEM,2021-04-24
6239,2021-05-22,3070.0,IowaStateLW-STEM,2021-04-24
6240,2021-05-01,4935.7930400000005,JHUAPL-Bucky,2021-04-24
6241,2021-05-08,4085.99456,JHUAPL-Bucky,2021-04-24
6242,2021-05-15,2787.21654,JHUAPL-Bucky,2021-04-24
6243,2021-05-22,2115.93245,JHUAPL-Bucky,2021-04-24
6244,2021-05-01,4656.0,JHU_CSSE-DECOM,2021-04-24
6245,2021-05-08,4537.0,JHU_CSSE-DECOM,2021-04-24
6246,2021-05-15,4470.0,JHU_CSSE-DECOM,2021-04-24
6247,2021-05-22,4389.0,JHU_CSSE-DECOM,2021-04-24
6248,2021-05-01,4367.045637482716,JHU_IDD-CovidSP,2021-04-24
6249,2021-05-08,3781.2512391440537,JHU_IDD-CovidSP,2021-04-24
6250,2021-05-15,3440.072693810084,JHU_IDD-CovidSP,2021-04-24
6251,2021-05-22,2923.22198274772,JHU_IDD-CovidSP,2021-04-24
6252,2021-05-01,5269.9,Karlen-pypm,2021-04-24
6253,2021-05-08,5243.1,Karlen-pypm,2021-04-24
6254,2021-05-15,5118.3,Karlen-pypm,2021-04-24
6255,2021-05-22,4903.2,Karlen-pypm,2021-04-24
6256,2021-05-01,4405.0,LANL-GrowthRate,2021-04-24
6257,2021-05-08,3770.0,LANL-GrowthRate,2021-04-24
6258,2021-05-15,3142.0,LANL-GrowthRate,2021-04-24
6259,2021-05-22,2604.0,LANL-GrowthRate,2021-04-24
6260,2021-05-01,4629.288015015087,LNQ-ens1,2021-04-24
6261,2021-05-08,4694.2197322064085,LNQ-ens1,2021-04-24
6262,2021-05-15,4740.321227386768,LNQ-ens1,2021-04-24
6263,2021-05-22,4463.674185407755,LNQ-ens1,2021-04-24
6264,2021-05-01,6232.0,MIT_CritData-GBCF,2021-04-24
6265,2021-05-08,5407.0,MIT_CritData-GBCF,2021-04-24
6266,2021-05-15,5649.0,MIT_CritData-GBCF,2021-04-24
6267,2021-05-22,6083.0,MIT_CritData-GBCF,2021-04-24
6268,2021-05-01,1903.425433787305,MIT_ISOLAT-Mixtures,2021-04-24
6269,2021-05-08,1340.3448446177067,MIT_ISOLAT-Mixtures,2021-04-24
6270,2021-05-15,922.0249642541584,MIT_ISOLAT-Mixtures,2021-04-24
6271,2021-05-22,619.7028717808811,MIT_ISOLAT-Mixtures,2021-04-24
6272,2021-05-01,4414.425314524116,MOBS-GLEAM_COVID,2021-04-24
6273,2021-05-08,4198.437670685754,MOBS-GLEAM_COVID,2021-04-24
6274,2021-05-15,4066.009571293933,MOBS-GLEAM_COVID,2021-04-24
6275,2021-05-22,4014.367608536201,MOBS-GLEAM_COVID,2021-04-24
6276,2021-05-01,4719.10396432296,Microsoft-DeepSTIA,2021-04-24
6277,2021-05-08,4794.529459414292,Microsoft-DeepSTIA,2021-04-24
6278,2021-05-15,6091.913513543283,Microsoft-DeepSTIA,2021-04-24
6279,2021-05-22,5101.896128456333,Microsoft-DeepSTIA,2021-04-24
6280,2021-05-01,4452.450011739322,OliverWyman-Navigator,2021-04-24
6281,2021-05-08,4213.565087303001,OliverWyman-Navigator,2021-04-24
6282,2021-05-15,4147.53406472874,OliverWyman-Navigator,2021-04-24
6283,2021-05-22,4277.707899171472,OliverWyman-Navigator,2021-04-24
6284,2021-05-01,2707.0,PSI-DRAFT,2021-04-24
6285,2021-05-08,2194.0,PSI-DRAFT,2021-04-24
6286,2021-05-15,1821.5,PSI-DRAFT,2021-04-24
6287,2021-05-22,1571.0,PSI-DRAFT,2021-04-24
6288,2021-05-01,5097.56,RobertWalraven-ESG,2021-04-24
6289,2021-05-08,4764.81,RobertWalraven-ESG,2021-04-24
6290,2021-05-15,4354.76,RobertWalraven-ESG,2021-04-24
6291,2021-05-22,3936.36,RobertWalraven-ESG,2021-04-24
6292,2021-05-01,4857.0,SteveMcConnell-CovidComplete,2021-04-24
6293,2021-05-08,4938.0,SteveMcConnell-CovidComplete,2021-04-24
6294,2021-05-15,4968.0,SteveMcConnell-CovidComplete,2021-04-24
6295,2021-05-22,4968.0,SteveMcConnell-CovidComplete,2021-04-24
6296,2021-05-01,5525.682,TTU-squider,2021-04-24
6297,2021-05-08,5293.271,TTU-squider,2021-04-24
6298,2021-05-15,5106.723,TTU-squider,2021-04-24
6299,2021-05-22,4929.965,TTU-squider,2021-04-24
6300,2021-05-01,4188.0,UA-EpiCovDA,2021-04-24
6301,2021-05-08,3652.0,UA-EpiCovDA,2021-04-24
6302,2021-05-15,3078.0,UA-EpiCovDA,2021-04-24
6303,2021-05-22,2510.0,UA-EpiCovDA,2021-04-24
6304,2021-05-01,4661.0,UCM_MESALab-FoGSEIR,2021-04-24
6305,2021-05-08,4316.0,UCM_MESALab-FoGSEIR,2021-04-24
6306,2021-05-15,4011.0,UCM_MESALab-FoGSEIR,2021-04-24
6307,2021-05-22,3738.0,UCM_MESALab-FoGSEIR,2021-04-24
6308,2021-05-01,4316.007060309556,UCSD_NEU-DeepGLEAM,2021-04-24
6309,2021-05-08,4073.880105649445,UCSD_NEU-DeepGLEAM,2021-04-24
6310,2021-05-15,3925.738651733052,UCSD_NEU-DeepGLEAM,2021-04-24
6311,2021-05-22,3859.491837078529,UCSD_NEU-DeepGLEAM,2021-04-24
6312,2021-05-01,4878.0,UMass-MechBayes,2021-04-24
6313,2021-05-08,4484.0,UMass-MechBayes,2021-04-24
6314,2021-05-15,3981.0,UMass-MechBayes,2021-04-24
6315,2021-05-22,3558.0,UMass-MechBayes,2021-04-24
6316,2021-05-01,5114.541767739225,UMich-RidgeTfReg,2021-04-24
6317,2021-05-08,5016.9006495062495,UMich-RidgeTfReg,2021-04-24
6318,2021-05-15,4765.657738269656,UMich-RidgeTfReg,2021-04-24
6319,2021-05-22,4645.296980605577,UMich-RidgeTfReg,2021-04-24
6320,2021-05-01,5100.0,USC-SI_kJalpha,2021-04-24
6321,2021-05-08,5054.0,USC-SI_kJalpha,2021-04-24
6322,2021-05-15,4686.0,USC-SI_kJalpha,2021-04-24
6323,2021-05-22,4131.0,USC-SI_kJalpha,2021-04-24
6324,2021-05-01,3292.5,UT-Mobility,2021-04-24
6325,2021-05-08,3319.0,UT-Mobility,2021-04-24
6326,2021-05-15,2872.0,UT-Mobility,2021-04-24
6327,2021-05-22,2556.5,UT-Mobility,2021-04-24
6328,2021-05-01,5069.3975,UpstateSU-GRU,2021-04-24
6329,2021-05-08,4940.5723,UpstateSU-GRU,2021-04-24
6330,2021-05-15,4819.7021,UpstateSU-GRU,2021-04-24
6331,2021-05-22,4983.0918,UpstateSU-GRU,2021-04-24
6332,2021-05-08,4739.0,Real,2021-05-01
6333,2021-05-15,4077.0,Real,2021-05-01
6334,2021-05-22,3927.0,Real,2021-05-01
6335,2021-05-29,4516.0,Real,2021-05-01
6336,2021-05-08,4744.402736259125,AIpert-pwllnod,2021-05-01
6337,2021-05-15,4704.529066253388,AIpert-pwllnod,2021-05-01
6338,2021-05-22,4708.03851533152,AIpert-pwllnod,2021-05-01
6339,2021-05-29,4725.925024852702,AIpert-pwllnod,2021-05-01
6340,2021-05-08,4321.845,BPagano-RtDriven,2021-05-01
6341,2021-05-15,4048.483,BPagano-RtDriven,2021-05-01
6342,2021-05-22,3686.163,BPagano-RtDriven,2021-05-01
6343,2021-05-29,3250.416,BPagano-RtDriven,2021-05-01
6344,2021-05-08,4640.059,CEID-Walk,2021-05-01
6345,2021-05-15,4421.153,CEID-Walk,2021-05-01
6346,2021-05-22,4386.224,CEID-Walk,2021-05-01
6347,2021-05-29,4237.743,CEID-Walk,2021-05-01
6348,2021-05-08,4396.0,CU-nochange,2021-05-01
6349,2021-05-15,3874.0,CU-nochange,2021-05-01
6350,2021-05-22,3320.0,CU-nochange,2021-05-01
6351,2021-05-29,2842.0,CU-nochange,2021-05-01
6352,2021-05-08,4931.0,Columbia_UNC-SurvCon,2021-05-01
6353,2021-05-15,4578.0,Columbia_UNC-SurvCon,2021-05-01
6354,2021-05-22,4278.0,Columbia_UNC-SurvCon,2021-05-01
6355,2021-05-29,4004.0,Columbia_UNC-SurvCon,2021-05-01
6356,2021-05-08,3956.6450468261,Covid19Sim-Simulator,2021-05-01
6357,2021-05-15,3239.96814583894,Covid19Sim-Simulator,2021-05-01
6358,2021-05-22,2559.52572215861,Covid19Sim-Simulator,2021-05-01
6359,2021-05-29,2003.57916075026,Covid19Sim-Simulator,2021-05-01
6360,2021-05-08,3680.0,CovidAnalytics-DELPHI,2021-05-01
6361,2021-05-15,3102.0,CovidAnalytics-DELPHI,2021-05-01
6362,2021-05-22,2565.0,CovidAnalytics-DELPHI,2021-05-01
6363,2021-05-29,2085.0,CovidAnalytics-DELPHI,2021-05-01
6364,2021-05-08,5418.1862,DDS-NBDS,2021-05-01
6365,2021-05-15,5757.4262,DDS-NBDS,2021-05-01
6366,2021-05-22,5911.3494,DDS-NBDS,2021-05-01
6367,2021-05-29,6161.58,DDS-NBDS,2021-05-01
6368,2021-05-08,4431.6,GT-DeepCOVID,2021-05-01
6369,2021-05-15,3978.82,GT-DeepCOVID,2021-05-01
6370,2021-05-22,3961.26,GT-DeepCOVID,2021-05-01
6371,2021-05-29,3618.53,GT-DeepCOVID,2021-05-01
6372,2021-05-08,4371.26074216779,IEM_MED-CovidProject,2021-05-01
6373,2021-05-15,4250.6601363062455,IEM_MED-CovidProject,2021-05-01
6374,2021-05-22,4261.774680371016,IEM_MED-CovidProject,2021-05-01
6375,2021-05-29,4332.823234974905,IEM_MED-CovidProject,2021-05-01
6376,2021-05-08,6811.59603,JHUAPL-Bucky,2021-05-01
6377,2021-05-15,6509.45366,JHUAPL-Bucky,2021-05-01
6378,2021-05-22,5068.8449,JHUAPL-Bucky,2021-05-01
6379,2021-05-29,3988.22127,JHUAPL-Bucky,2021-05-01
6380,2021-05-08,4520.5,JHU_CSSE-DECOM,2021-05-01
6381,2021-05-15,4172.0,JHU_CSSE-DECOM,2021-05-01
6382,2021-05-22,3787.5,JHU_CSSE-DECOM,2021-05-01
6383,2021-05-29,3453.0,JHU_CSSE-DECOM,2021-05-01
6384,2021-05-08,3754.658376072084,JHU_IDD-CovidSP,2021-05-01
6385,2021-05-15,3319.315176773877,JHU_IDD-CovidSP,2021-05-01
6386,2021-05-22,2758.9884547044157,JHU_IDD-CovidSP,2021-05-01
6387,2021-05-29,1915.0687631015555,JHU_IDD-CovidSP,2021-05-01
6388,2021-05-08,4822.8,Karlen-pypm,2021-05-01
6389,2021-05-15,4466.3,Karlen-pypm,2021-05-01
6390,2021-05-22,4005.6,Karlen-pypm,2021-05-01
6391,2021-05-29,3501.0,Karlen-pypm,2021-05-01
6392,2021-05-08,4008.0,LANL-GrowthRate,2021-05-01
6393,2021-05-15,3286.5,LANL-GrowthRate,2021-05-01
6394,2021-05-22,2687.0,LANL-GrowthRate,2021-05-01
6395,2021-05-29,2236.0,LANL-GrowthRate,2021-05-01
6396,2021-05-08,4419.552717165568,LNQ-ens1,2021-05-01
6397,2021-05-15,4287.859587011638,LNQ-ens1,2021-05-01
6398,2021-05-22,4493.9000831629855,LNQ-ens1,2021-05-01
6399,2021-05-29,4520.722429451998,LNQ-ens1,2021-05-01
6400,2021-05-08,5178.0,MIT_CritData-GBCF,2021-05-01
6401,2021-05-15,4744.0,MIT_CritData-GBCF,2021-05-01
6402,2021-05-22,5726.0,MIT_CritData-GBCF,2021-05-01
6403,2021-05-29,5239.0,MIT_CritData-GBCF,2021-05-01
6404,2021-05-08,4154.400907065474,MIT_ISOLAT-Mixtures,2021-05-01
6405,2021-05-15,3564.1672119648856,MIT_ISOLAT-Mixtures,2021-05-01
6406,2021-05-22,2945.1216094603737,MIT_ISOLAT-Mixtures,2021-05-01
6407,2021-05-29,2335.574974051021,MIT_ISOLAT-Mixtures,2021-05-01
6408,2021-05-08,3789.2985294058863,MOBS-GLEAM_COVID,2021-05-01
6409,2021-05-15,3260.240343533296,MOBS-GLEAM_COVID,2021-05-01
6410,2021-05-22,2834.0411130515413,MOBS-GLEAM_COVID,2021-05-01
6411,2021-05-29,2489.0213335905555,MOBS-GLEAM_COVID,2021-05-01
6412,2021-05-08,4391.629248339,OliverWyman-Navigator,2021-05-01
6413,2021-05-15,4242.312761723904,OliverWyman-Navigator,2021-05-01
6414,2021-05-22,4033.4271837534952,OliverWyman-Navigator,2021-05-01
6415,2021-05-29,3803.832905392917,OliverWyman-Navigator,2021-05-01
6416,2021-05-08,2062.0,PSI-DRAFT,2021-05-01
