,target_end_date,value,model,Start
0,2020-06-06,5902.0,Real,2020-05-30
1,2020-06-13,5094.0,Real,2020-05-30
2,2020-06-20,4191.0,Real,2020-05-30
3,2020-06-27,3867.0,Real,2020-05-30
4,2020-06-06,3681.09910641519,Covid19Sim-Simulator,2020-05-30
5,2020-06-13,3071.708476516289,Covid19Sim-Simulator,2020-05-30
6,2020-06-20,2675.20599494672,Covid19Sim-Simulator,2020-05-30
7,2020-06-27,2419.0233240091698,Covid19Sim-Simulator,2020-05-30
8,2020-06-06,6166.16,GT-DeepCOVID,2020-05-30
9,2020-06-13,5534.91,GT-DeepCOVID,2020-05-30
10,2020-06-20,4945.5,GT-DeepCOVID,2020-05-30
11,2020-06-27,5068.2,GT-DeepCOVID,2020-05-30
12,2020-06-06,8934.81,JHU_IDD-CovidSP,2020-05-30
13,2020-06-13,9347.036666666669,JHU_IDD-CovidSP,2020-05-30
14,2020-06-20,10194.84,JHU_IDD-CovidSP,2020-05-30
15,2020-06-27,11190.416666666664,JHU_IDD-CovidSP,2020-05-30
16,2020-06-06,5901.681957883676,MOBS-GLEAM_COVID,2020-05-30
17,2020-06-13,4971.2061234313205,MOBS-GLEAM_COVID,2020-05-30
18,2020-06-20,4201.917879213644,MOBS-GLEAM_COVID,2020-05-30
19,2020-06-27,3565.568714931672,MOBS-GLEAM_COVID,2020-05-30
20,2020-06-06,6610.0,UMass-MechBayes,2020-05-30
21,2020-06-13,6234.0,UMass-MechBayes,2020-05-30
22,2020-06-20,6132.0,UMass-MechBayes,2020-05-30
23,2020-06-27,5830.0,UMass-MechBayes,2020-05-30
24,2020-06-06,4695.526072412258,USACE-ERDC_SEIR,2020-05-30
25,2020-06-13,4011.96199515509,USACE-ERDC_SEIR,2020-05-30
26,2020-06-20,3470.588384608167,USACE-ERDC_SEIR,2020-05-30
27,2020-06-27,3033.4081399499523,USACE-ERDC_SEIR,2020-05-30
28,2020-06-06,5443.535714285714,UT-Mobility,2020-05-30
29,2020-06-13,5232.178571428572,UT-Mobility,2020-05-30
30,2020-06-20,4517.714285714285,UT-Mobility,2020-05-30
31,2020-06-27,4174.964285714285,UT-Mobility,2020-05-30
32,2020-06-06,6797.998573981,YYG-ParamSearch,2020-05-30
33,2020-06-13,6319.348568389,YYG-ParamSearch,2020-05-30
34,2020-06-20,6175.090973180999,YYG-ParamSearch,2020-05-30
35,2020-06-27,6330.970377123001,YYG-ParamSearch,2020-05-30
36,2020-06-13,5094.0,Real,2020-06-06
37,2020-06-20,4191.0,Real,2020-06-06
38,2020-06-27,3867.0,Real,2020-06-06
39,2020-07-04,3694.0,Real,2020-06-06
40,2020-06-13,3078.80407507024,Covid19Sim-Simulator,2020-06-06
41,2020-06-20,2676.10150563121,Covid19Sim-Simulator,2020-06-06
42,2020-06-27,2421.0311986064607,Covid19Sim-Simulator,2020-06-06
43,2020-07-04,2266.8606181357,Covid19Sim-Simulator,2020-06-06
44,2020-06-13,5061.94,GT-DeepCOVID,2020-06-06
45,2020-06-20,5460.99,GT-DeepCOVID,2020-06-06
46,2020-06-27,5065.28,GT-DeepCOVID,2020-06-06
47,2020-07-04,6352.92,GT-DeepCOVID,2020-06-06
48,2020-06-13,3844.8212647289,IHME-CurveFit,2020-06-06
49,2020-06-20,5007.02923361066,IHME-CurveFit,2020-06-06
50,2020-06-27,4642.622808604439,IHME-CurveFit,2020-06-06
51,2020-07-04,4301.20474662155,IHME-CurveFit,2020-06-06
52,2020-06-13,8147.77,JHU_IDD-CovidSP,2020-06-06
53,2020-06-20,8695.29,JHU_IDD-CovidSP,2020-06-06
54,2020-06-27,9578.71,JHU_IDD-CovidSP,2020-06-06
55,2020-07-04,10609.57,JHU_IDD-CovidSP,2020-06-06
56,2020-06-13,5098.353541007383,MOBS-GLEAM_COVID,2020-06-06
57,2020-06-20,4335.795480149537,MOBS-GLEAM_COVID,2020-06-06
58,2020-06-27,3701.762101721607,MOBS-GLEAM_COVID,2020-06-06
59,2020-07-04,3171.695657227701,MOBS-GLEAM_COVID,2020-06-06
60,2020-06-13,5431.482229,OliverWyman-Navigator,2020-06-06
61,2020-06-20,4332.43719,OliverWyman-Navigator,2020-06-06
62,2020-06-27,3158.257061,OliverWyman-Navigator,2020-06-06
63,2020-07-04,2098.871944,OliverWyman-Navigator,2020-06-06
64,2020-06-13,5560.0,UMass-MechBayes,2020-06-06
65,2020-06-20,5118.0,UMass-MechBayes,2020-06-06
66,2020-06-27,4774.0,UMass-MechBayes,2020-06-06
67,2020-07-04,4424.0,UMass-MechBayes,2020-06-06
68,2020-06-13,4470.555103377827,USACE-ERDC_SEIR,2020-06-06
69,2020-06-20,3898.227515345521,USACE-ERDC_SEIR,2020-06-06
70,2020-06-27,3421.780659951964,USACE-ERDC_SEIR,2020-06-06
71,2020-07-04,3009.3895018187536,USACE-ERDC_SEIR,2020-06-06
72,2020-06-13,4850.642857142857,UT-Mobility,2020-06-06
73,2020-06-20,4437.107142857143,UT-Mobility,2020-06-06
74,2020-06-27,3401.392857142857,UT-Mobility,2020-06-06
75,2020-07-04,2778.3214285714284,UT-Mobility,2020-06-06
76,2020-06-13,5846.811842892,YYG-ParamSearch,2020-06-06
77,2020-06-20,5473.06825114,YYG-ParamSearch,2020-06-06
78,2020-06-27,5446.231285727999,YYG-ParamSearch,2020-06-06
79,2020-07-04,5676.795452005998,YYG-ParamSearch,2020-06-06
80,2020-06-20,4191.0,Real,2020-06-13
81,2020-06-27,3867.0,Real,2020-06-13
82,2020-07-04,3694.0,Real,2020-06-13
83,2020-07-11,5291.0,Real,2020-06-13
84,2020-06-20,4932.17318157016,Covid19Sim-Simulator,2020-06-13
85,2020-06-27,4429.79457361968,Covid19Sim-Simulator,2020-06-13
86,2020-07-04,4029.16253202502,Covid19Sim-Simulator,2020-06-13
87,2020-07-11,3713.9722293148,Covid19Sim-Simulator,2020-06-13
88,2020-06-20,5440.34,GT-DeepCOVID,2020-06-13
89,2020-06-27,5288.53,GT-DeepCOVID,2020-06-13
90,2020-07-04,4929.26,GT-DeepCOVID,2020-06-13
91,2020-07-11,5455.66,GT-DeepCOVID,2020-06-13
92,2020-06-20,4435.61055128392,IHME-CurveFit,2020-06-13
93,2020-06-27,5139.351442112899,IHME-CurveFit,2020-06-13
94,2020-07-04,4962.25587288195,IHME-CurveFit,2020-06-13
95,2020-07-11,4731.35025621825,IHME-CurveFit,2020-06-13
96,2020-06-20,6162.85,JHU_IDD-CovidSP,2020-06-13
97,2020-06-27,6662.74,JHU_IDD-CovidSP,2020-06-13
98,2020-07-04,7566.526666666668,JHU_IDD-CovidSP,2020-06-13
99,2020-07-11,8720.066666666668,JHU_IDD-CovidSP,2020-06-13
100,2020-06-20,5241.607055272035,LANL-GrowthRate,2020-06-13
101,2020-06-27,5286.826232493831,LANL-GrowthRate,2020-06-13
102,2020-07-04,4403.0993711433175,LANL-GrowthRate,2020-06-13
103,2020-07-11,3628.278389107483,LANL-GrowthRate,2020-06-13
104,2020-06-20,4586.646944950463,MOBS-GLEAM_COVID,2020-06-13
105,2020-06-27,4086.893224117335,MOBS-GLEAM_COVID,2020-06-13
106,2020-07-04,3684.774865488817,MOBS-GLEAM_COVID,2020-06-13
107,2020-07-11,3364.775592916437,MOBS-GLEAM_COVID,2020-06-13
108,2020-06-20,4788.534591352911,OliverWyman-Navigator,2020-06-13
109,2020-06-27,4768.131365180696,OliverWyman-Navigator,2020-06-13
110,2020-07-04,4439.132975279124,OliverWyman-Navigator,2020-06-13
111,2020-07-11,4219.876617722105,OliverWyman-Navigator,2020-06-13
112,2020-06-20,5162.0,STH-3PU,2020-06-13
113,2020-06-27,4577.0,STH-3PU,2020-06-13
114,2020-07-04,3977.0,STH-3PU,2020-06-13
115,2020-07-11,3534.0,STH-3PU,2020-06-13
116,2020-06-20,4090.620008888523,UCLA-SuEIR,2020-06-13
117,2020-06-27,3311.06693443477,UCLA-SuEIR,2020-06-13
118,2020-07-04,2529.176330101196,UCLA-SuEIR,2020-06-13
119,2020-07-11,1921.2944489923395,UCLA-SuEIR,2020-06-13
120,2020-06-20,4722.0,UMass-MechBayes,2020-06-13
121,2020-06-27,4342.0,UMass-MechBayes,2020-06-13
122,2020-07-04,4046.0,UMass-MechBayes,2020-06-13
123,2020-07-11,3718.0,UMass-MechBayes,2020-06-13
124,2020-06-20,5662.721343652028,USACE-ERDC_SEIR,2020-06-13
125,2020-06-27,5073.644558189051,USACE-ERDC_SEIR,2020-06-13
126,2020-07-04,4602.389059846768,USACE-ERDC_SEIR,2020-06-13
127,2020-07-11,4215.660454132252,USACE-ERDC_SEIR,2020-06-13
128,2020-06-20,4628.5,UT-Mobility,2020-06-13
129,2020-06-27,5281.0,UT-Mobility,2020-06-13
130,2020-07-04,5043.5,UT-Mobility,2020-06-13
131,2020-07-11,4965.5,UT-Mobility,2020-06-13
132,2020-06-20,5184.584216659001,YYG-ParamSearch,2020-06-13
133,2020-06-27,5008.413214036,YYG-ParamSearch,2020-06-13
134,2020-07-04,5112.84332789,YYG-ParamSearch,2020-06-13
135,2020-07-11,5352.507330084999,YYG-ParamSearch,2020-06-13
136,2020-06-27,3867.0,Real,2020-06-20
137,2020-07-04,3694.0,Real,2020-06-20
138,2020-07-11,5291.0,Real,2020-06-20
139,2020-07-18,5559.0,Real,2020-06-20
140,2020-06-27,894.0,CU-nochange,2020-06-20
141,2020-07-04,1285.0,CU-nochange,2020-06-20
142,2020-07-11,2070.0,CU-nochange,2020-06-20
143,2020-07-18,3307.0,CU-nochange,2020-06-20
144,2020-06-27,4317.75488174308,Covid19Sim-Simulator,2020-06-20
145,2020-07-04,4064.1776678216,Covid19Sim-Simulator,2020-06-20
146,2020-07-11,3844.997114637809,Covid19Sim-Simulator,2020-06-20
147,2020-07-18,3660.90514061901,Covid19Sim-Simulator,2020-06-20
148,2020-06-27,4042.5,GT-DeepCOVID,2020-06-20
149,2020-07-04,3241.5,GT-DeepCOVID,2020-06-20
150,2020-07-11,3389.92,GT-DeepCOVID,2020-06-20
151,2020-07-18,3010.25,GT-DeepCOVID,2020-06-20
152,2020-06-27,3872.2128349892,IHME-CurveFit,2020-06-20
153,2020-07-04,4516.0030315488,IHME-CurveFit,2020-06-20
154,2020-07-11,4420.49746740937,IHME-CurveFit,2020-06-20
155,2020-07-18,4265.21566673483,IHME-CurveFit,2020-06-20
156,2020-06-27,6960.91,JHU_IDD-CovidSP,2020-06-20
157,2020-07-04,7510.65,JHU_IDD-CovidSP,2020-06-20
158,2020-07-11,8412.373333333333,JHU_IDD-CovidSP,2020-06-20
159,2020-07-18,9449.693333333333,JHU_IDD-CovidSP,2020-06-20
160,2020-06-27,4960.527900755601,LANL-GrowthRate,2020-06-20
161,2020-07-04,5051.817589004874,LANL-GrowthRate,2020-06-20
162,2020-07-11,4250.123902601053,LANL-GrowthRate,2020-06-20
163,2020-07-18,3540.6602492340694,LANL-GrowthRate,2020-06-20
164,2020-06-27,3912.613674376046,MOBS-GLEAM_COVID,2020-06-20
165,2020-07-04,3480.2404696122444,MOBS-GLEAM_COVID,2020-06-20
166,2020-07-11,3130.8945753420157,MOBS-GLEAM_COVID,2020-06-20
167,2020-07-18,2840.1091068564447,MOBS-GLEAM_COVID,2020-06-20
168,2020-06-27,2747.868945868946,NotreDame-mobility,2020-06-20
169,2020-07-04,2630.835571835572,NotreDame-mobility,2020-06-20
170,2020-07-11,2722.3922743922744,NotreDame-mobility,2020-06-20
171,2020-07-18,3021.085174085174,NotreDame-mobility,2020-06-20
172,2020-06-27,4246.303321,OliverWyman-Navigator,2020-06-20
173,2020-07-04,4615.269175,OliverWyman-Navigator,2020-06-20
174,2020-07-11,4652.877771,OliverWyman-Navigator,2020-06-20
175,2020-07-18,4865.021843,OliverWyman-Navigator,2020-06-20
176,2020-06-27,3805.0,STH-3PU,2020-06-20
177,2020-07-04,2942.0,STH-3PU,2020-06-20
178,2020-07-11,2343.0,STH-3PU,2020-06-20
179,2020-07-18,1871.0,STH-3PU,2020-06-20
180,2020-06-27,3015.0,UA-EpiCovDA,2020-06-20
181,2020-07-04,4164.0,UA-EpiCovDA,2020-06-20
182,2020-07-11,4600.0,UA-EpiCovDA,2020-06-20
183,2020-07-18,4343.0,UA-EpiCovDA,2020-06-20
184,2020-06-27,3606.685942709504,UCLA-SuEIR,2020-06-20
185,2020-07-04,2932.216702468301,UCLA-SuEIR,2020-06-20
186,2020-07-11,2260.695870481024,UCLA-SuEIR,2020-06-20
187,2020-07-18,1731.5092969610848,UCLA-SuEIR,2020-06-20
188,2020-06-27,4428.0,UMass-MechBayes,2020-06-20
189,2020-07-04,4636.0,UMass-MechBayes,2020-06-20
190,2020-07-11,4930.0,UMass-MechBayes,2020-06-20
191,2020-07-18,5407.0,UMass-MechBayes,2020-06-20
192,2020-06-27,5488.202098674786,USACE-ERDC_SEIR,2020-06-20
193,2020-07-04,5285.364815421908,USACE-ERDC_SEIR,2020-06-20
194,2020-07-11,5193.052096148278,USACE-ERDC_SEIR,2020-06-20
195,2020-07-18,5134.641575622373,USACE-ERDC_SEIR,2020-06-20
196,2020-06-27,4109.5,UT-Mobility,2020-06-20
197,2020-07-04,4898.0,UT-Mobility,2020-06-20
198,2020-07-11,4781.5,UT-Mobility,2020-06-20
199,2020-07-18,4811.5,UT-Mobility,2020-06-20
200,2020-06-27,4282.163073318001,YYG-ParamSearch,2020-06-20
201,2020-07-04,4023.371877859,YYG-ParamSearch,2020-06-20
202,2020-07-11,4000.911517818,YYG-ParamSearch,2020-06-20
203,2020-07-18,4124.391990774,YYG-ParamSearch,2020-06-20
204,2020-07-04,3694.0,Real,2020-06-27
205,2020-07-11,5291.0,Real,2020-06-27
206,2020-07-18,5559.0,Real,2020-06-27
207,2020-07-25,6512.0,Real,2020-06-27
208,2020-07-04,1171.0,CU-nochange,2020-06-27
209,2020-07-11,1803.0,CU-nochange,2020-06-27
210,2020-07-18,2802.0,CU-nochange,2020-06-27
211,2020-07-25,4209.0,CU-nochange,2020-06-27
212,2020-07-04,4150.5858320995285,Covid19Sim-Simulator,2020-06-27
213,2020-07-11,4329.795188785921,Covid19Sim-Simulator,2020-06-27
214,2020-07-18,4566.130725784729,Covid19Sim-Simulator,2020-06-27
215,2020-07-25,4874.72264342039,Covid19Sim-Simulator,2020-06-27
216,2020-07-04,4889.63,GT-DeepCOVID,2020-06-27
217,2020-07-11,5349.44,GT-DeepCOVID,2020-06-27
218,2020-07-18,5658.89,GT-DeepCOVID,2020-06-27
219,2020-07-25,6362.94,GT-DeepCOVID,2020-06-27
220,2020-07-04,3846.49829810907,IHME-CurveFit,2020-06-27
221,2020-07-11,4549.86440860346,IHME-CurveFit,2020-06-27
222,2020-07-18,4485.21845012425,IHME-CurveFit,2020-06-27
223,2020-07-25,4264.35408999346,IHME-CurveFit,2020-06-27
224,2020-07-04,6694.826666666668,JHU_IDD-CovidSP,2020-06-27
225,2020-07-11,7336.41,JHU_IDD-CovidSP,2020-06-27
226,2020-07-18,8214.276666666667,JHU_IDD-CovidSP,2020-06-27
227,2020-07-25,9138.026666666668,JHU_IDD-CovidSP,2020-06-27
228,2020-07-04,4086.983175469912,LANL-GrowthRate,2020-06-27
229,2020-07-11,5094.384988384872,LANL-GrowthRate,2020-06-27
230,2020-07-18,4328.968484319953,LANL-GrowthRate,2020-06-27
231,2020-07-25,3645.306588665204,LANL-GrowthRate,2020-06-27
232,2020-07-04,4133.072590999989,MITCovAlliance-SIR,2020-06-27
233,2020-07-11,8706.055198999979,MITCovAlliance-SIR,2020-06-27
234,2020-07-18,13038.833234000034,MITCovAlliance-SIR,2020-06-27
235,2020-07-25,17143.318218999906,MITCovAlliance-SIR,2020-06-27
236,2020-07-04,3799.423911810109,MOBS-GLEAM_COVID,2020-06-27
237,2020-07-11,3444.431146729736,MOBS-GLEAM_COVID,2020-06-27
238,2020-07-18,3140.630852308255,MOBS-GLEAM_COVID,2020-06-27
239,2020-07-25,2883.3721541174104,MOBS-GLEAM_COVID,2020-06-27
240,2020-07-04,4217.363488363489,NotreDame-mobility,2020-06-27
241,2020-07-11,4474.4236134236135,NotreDame-mobility,2020-06-27
242,2020-07-18,5174.085803085804,NotreDame-mobility,2020-06-27
243,2020-07-25,6479.724386724387,NotreDame-mobility,2020-06-27
244,2020-07-04,4478.958961,OliverWyman-Navigator,2020-06-27
245,2020-07-11,5268.138346,OliverWyman-Navigator,2020-06-27
246,2020-07-18,5604.740893,OliverWyman-Navigator,2020-06-27
247,2020-07-25,6099.138108,OliverWyman-Navigator,2020-06-27
248,2020-07-04,3164.0,STH-3PU,2020-06-27
249,2020-07-11,2601.0,STH-3PU,2020-06-27
250,2020-07-18,2107.0,STH-3PU,2020-06-27
251,2020-07-25,1700.0,STH-3PU,2020-06-27
252,2020-07-25,2416.0,SWC-TerminusCM,2020-06-27
253,2020-07-04,3482.0,SWC-TerminusCM,2020-06-27
254,2020-07-18,2716.0,SWC-TerminusCM,2020-06-27
255,2020-07-11,3107.0,SWC-TerminusCM,2020-06-27
256,2020-07-04,5112.0,UA-EpiCovDA,2020-06-27
257,2020-07-11,5422.0,UA-EpiCovDA,2020-06-27
258,2020-07-18,5822.0,UA-EpiCovDA,2020-06-27
259,2020-07-25,5765.0,UA-EpiCovDA,2020-06-27
260,2020-07-04,3719.278622861501,UCLA-SuEIR,2020-06-27
261,2020-07-11,3403.62083036032,UCLA-SuEIR,2020-06-27
262,2020-07-18,3091.694986521703,UCLA-SuEIR,2020-06-27
263,2020-07-25,2816.121673606627,UCLA-SuEIR,2020-06-27
264,2020-07-04,4978.0,UMass-MechBayes,2020-06-27
265,2020-07-11,5790.0,UMass-MechBayes,2020-06-27
266,2020-07-18,6978.0,UMass-MechBayes,2020-06-27
267,2020-07-25,8476.0,UMass-MechBayes,2020-06-27
268,2020-07-04,5729.683022110995,USACE-ERDC_SEIR,2020-06-27
269,2020-07-11,6275.806653371948,USACE-ERDC_SEIR,2020-06-27
270,2020-07-18,7005.334108594763,USACE-ERDC_SEIR,2020-06-27
271,2020-07-25,7552.503651488243,USACE-ERDC_SEIR,2020-06-27
272,2020-07-04,5180.29409099139,USC-SI_kJalpha,2020-06-27
273,2020-07-11,6423.272809387432,USC-SI_kJalpha,2020-06-27
274,2020-07-18,6482.543368610495,USC-SI_kJalpha,2020-06-27
275,2020-07-25,7046.552354296902,USC-SI_kJalpha,2020-06-27
276,2020-07-04,3997.5,UT-Mobility,2020-06-27
277,2020-07-11,4994.5,UT-Mobility,2020-06-27
278,2020-07-18,5307.5,UT-Mobility,2020-06-27
279,2020-07-25,5899.5,UT-Mobility,2020-06-27
280,2020-07-04,4130.955953102,YYG-ParamSearch,2020-06-27
281,2020-07-11,4264.276987888999,YYG-ParamSearch,2020-06-27
282,2020-07-18,4515.565901017,YYG-ParamSearch,2020-06-27
283,2020-07-25,4796.932950743,YYG-ParamSearch,2020-06-27
284,2020-07-11,5291.0,Real,2020-07-04
285,2020-07-18,5559.0,Real,2020-07-04
286,2020-07-25,6512.0,Real,2020-07-04
287,2020-08-01,7977.0,Real,2020-07-04
288,2020-07-11,6755.0,CU-nochange,2020-07-04
289,2020-07-18,7380.0,CU-nochange,2020-07-04
290,2020-07-25,9730.0,CU-nochange,2020-07-04
291,2020-08-01,13811.0,CU-nochange,2020-07-04
292,2020-07-11,4491.67669254872,Covid19Sim-Simulator,2020-07-04
293,2020-07-18,5081.99069387531,Covid19Sim-Simulator,2020-07-04
294,2020-07-25,5583.50925827336,Covid19Sim-Simulator,2020-07-04
295,2020-08-01,6029.9744081828,Covid19Sim-Simulator,2020-07-04
296,2020-07-11,5067.32,GT-DeepCOVID,2020-07-04
297,2020-07-18,5443.15,GT-DeepCOVID,2020-07-04
298,2020-07-25,5786.14,GT-DeepCOVID,2020-07-04
299,2020-08-01,5779.27,GT-DeepCOVID,2020-07-04
300,2020-07-11,3948.36953018618,IHME-CurveFit,2020-07-04
301,2020-07-18,4852.73859530452,IHME-CurveFit,2020-07-04
302,2020-07-25,4875.39402565176,IHME-CurveFit,2020-07-04
303,2020-08-01,4768.91843141435,IHME-CurveFit,2020-07-04
304,2020-07-11,6459.0,IowaStateLW-STEM,2020-07-04
305,2020-07-18,5914.0,IowaStateLW-STEM,2020-07-04
306,2020-07-25,5553.0,IowaStateLW-STEM,2020-07-04
307,2020-08-01,5316.0,IowaStateLW-STEM,2020-07-04
308,2020-07-11,6408.01,JHU_IDD-CovidSP,2020-07-04
309,2020-07-18,7346.123333333333,JHU_IDD-CovidSP,2020-07-04
310,2020-07-25,8423.21,JHU_IDD-CovidSP,2020-07-04
311,2020-08-01,9463.906666666666,JHU_IDD-CovidSP,2020-07-04
312,2020-07-11,2532.133729758183,LANL-GrowthRate,2020-07-04
313,2020-07-18,3203.227363185369,LANL-GrowthRate,2020-07-04
314,2020-07-25,2734.700539869585,LANL-GrowthRate,2020-07-04
315,2020-08-01,2342.022633390382,LANL-GrowthRate,2020-07-04
316,2020-07-11,3696.007970999999,MITCovAlliance-SIR,2020-07-04
317,2020-07-18,7790.377650000008,MITCovAlliance-SIR,2020-07-04
318,2020-07-25,11664.933866999929,MITCovAlliance-SIR,2020-07-04
319,2020-08-01,15320.374155999947,MITCovAlliance-SIR,2020-07-04
320,2020-07-11,4254.096401631977,MOBS-GLEAM_COVID,2020-07-04
321,2020-07-18,4149.170940167735,MOBS-GLEAM_COVID,2020-07-04
322,2020-07-25,4092.355750919258,MOBS-GLEAM_COVID,2020-07-04
323,2020-08-01,4054.784914834831,MOBS-GLEAM_COVID,2020-07-04
324,2020-07-11,2988.893291893292,NotreDame-mobility,2020-07-04
325,2020-07-18,2705.4251674251677,NotreDame-mobility,2020-07-04
326,2020-07-25,2443.7795167795166,NotreDame-mobility,2020-07-04
327,2020-08-01,2218.6385096385097,NotreDame-mobility,2020-07-04
328,2020-07-11,3962.884019,OliverWyman-Navigator,2020-07-04
329,2020-07-18,4670.008855,OliverWyman-Navigator,2020-07-04
330,2020-07-25,5246.878145,OliverWyman-Navigator,2020-07-04
331,2020-08-01,5901.17441,OliverWyman-Navigator,2020-07-04
332,2020-07-11,3689.5,PSI-DRAFT,2020-07-04
333,2020-07-18,3578.5,PSI-DRAFT,2020-07-04
334,2020-07-25,3468.0,PSI-DRAFT,2020-07-04
335,2020-08-01,3356.5,PSI-DRAFT,2020-07-04
336,2020-07-11,440.9104,RobertWalraven-ESG,2020-07-04
337,2020-07-18,405.1096,RobertWalraven-ESG,2020-07-04
338,2020-07-25,374.7671,RobertWalraven-ESG,2020-07-04
339,2020-08-01,348.8157,RobertWalraven-ESG,2020-07-04
340,2020-07-11,2459.0,STH-3PU,2020-07-04
341,2020-07-18,2023.0,STH-3PU,2020-07-04
342,2020-07-25,1659.0,STH-3PU,2020-07-04
343,2020-08-01,1412.0,STH-3PU,2020-07-04
344,2020-07-11,3058.0,UA-EpiCovDA,2020-07-04
345,2020-07-18,3174.0,UA-EpiCovDA,2020-07-04
346,2020-07-25,3141.0,UA-EpiCovDA,2020-07-04
347,2020-08-01,2847.0,UA-EpiCovDA,2020-07-04
348,2020-07-11,3293.721389404498,UCLA-SuEIR,2020-07-04
349,2020-07-18,3288.5228723697364,UCLA-SuEIR,2020-07-04
350,2020-07-25,3090.965594531968,UCLA-SuEIR,2020-07-04
351,2020-08-01,2910.246640455676,UCLA-SuEIR,2020-07-04
352,2020-07-11,4312.0,UMass-MechBayes,2020-07-04
353,2020-07-18,5170.0,UMass-MechBayes,2020-07-04
354,2020-07-25,5709.0,UMass-MechBayes,2020-07-04
355,2020-08-01,6286.0,UMass-MechBayes,2020-07-04
356,2020-07-11,2578.88940697431,UMich-RidgeTfReg,2020-07-04
357,2020-07-18,2436.76579427923,UMich-RidgeTfReg,2020-07-04
358,2020-07-25,1909.11866154373,UMich-RidgeTfReg,2020-07-04
359,2020-08-01,1528.5523800466,UMich-RidgeTfReg,2020-07-04
360,2020-07-11,5723.084881272742,USACE-ERDC_SEIR,2020-07-04
361,2020-07-18,6059.354770167171,USACE-ERDC_SEIR,2020-07-04
362,2020-07-25,6285.63547848839,USACE-ERDC_SEIR,2020-07-04
363,2020-08-01,6263.295511962997,USACE-ERDC_SEIR,2020-07-04
364,2020-07-11,6240.720037034012,USC-SI_kJalpha,2020-07-04
365,2020-07-18,8625.076188288978,USC-SI_kJalpha,2020-07-04
366,2020-07-25,10900.87507208501,USC-SI_kJalpha,2020-07-04
367,2020-08-01,13434.308093578004,USC-SI_kJalpha,2020-07-04
368,2020-07-11,3812.5,UT-Mobility,2020-07-04
369,2020-07-18,4941.5,UT-Mobility,2020-07-04
370,2020-07-25,5399.0,UT-Mobility,2020-07-04
371,2020-08-01,6153.0,UT-Mobility,2020-07-04
372,2020-07-11,3708.293060823001,YYG-ParamSearch,2020-07-04
373,2020-07-18,3889.155973289,YYG-ParamSearch,2020-07-04
374,2020-07-25,4139.318363742001,YYG-ParamSearch,2020-07-04
375,2020-08-01,4451.904635213,YYG-ParamSearch,2020-07-04
376,2020-07-18,5559.0,Real,2020-07-11
377,2020-07-25,6512.0,Real,2020-07-11
378,2020-08-01,7977.0,Real,2020-07-11
379,2020-08-08,7283.0,Real,2020-07-11
380,2020-07-18,5649.0,CU-nochange,2020-07-11
381,2020-07-25,5238.0,CU-nochange,2020-07-11
382,2020-08-01,4998.0,CU-nochange,2020-07-11
383,2020-08-08,5626.0,CU-nochange,2020-07-11
384,2020-07-18,4279.13686070211,Covid19Sim-Simulator,2020-07-11
385,2020-07-25,5038.36093091856,Covid19Sim-Simulator,2020-07-11
386,2020-08-01,5703.76178198618,Covid19Sim-Simulator,2020-07-11
387,2020-08-08,6316.99689154465,Covid19Sim-Simulator,2020-07-11
388,2020-07-18,5733.59,GT-DeepCOVID,2020-07-11
389,2020-07-25,6330.46,GT-DeepCOVID,2020-07-11
390,2020-08-01,7240.69,GT-DeepCOVID,2020-07-11
391,2020-08-08,6892.4,GT-DeepCOVID,2020-07-11
392,2020-07-18,5487.0,IowaStateLW-STEM,2020-07-11
393,2020-07-25,4830.0,IowaStateLW-STEM,2020-07-11
394,2020-08-01,4521.0,IowaStateLW-STEM,2020-07-11
395,2020-08-08,4434.0,IowaStateLW-STEM,2020-07-11
396,2020-07-18,5984.27,JHU_IDD-CovidSP,2020-07-11
397,2020-07-25,7007.393333333333,JHU_IDD-CovidSP,2020-07-11
398,2020-08-01,8228.076666666666,JHU_IDD-CovidSP,2020-07-11
399,2020-08-08,9571.183333333332,JHU_IDD-CovidSP,2020-07-11
400,2020-07-18,3403.876460053409,LANL-GrowthRate,2020-07-11
401,2020-07-25,4250.010842113299,LANL-GrowthRate,2020-07-11
402,2020-08-01,3684.668354969579,LANL-GrowthRate,2020-07-11
403,2020-08-08,3061.738738741863,LANL-GrowthRate,2020-07-11
404,2020-07-18,4097.460527999996,MITCovAlliance-SIR,2020-07-11
405,2020-07-25,3876.8275910000666,MITCovAlliance-SIR,2020-07-11
406,2020-08-01,3656.483568999946,MITCovAlliance-SIR,2020-07-11
407,2020-08-08,3426.629273999948,MITCovAlliance-SIR,2020-07-11
408,2020-07-18,4530.60681978204,MOBS-GLEAM_COVID,2020-07-11
409,2020-07-25,4564.064056794775,MOBS-GLEAM_COVID,2020-07-11
410,2020-08-01,4648.945541010712,MOBS-GLEAM_COVID,2020-07-11
411,2020-08-08,4779.017958664871,MOBS-GLEAM_COVID,2020-07-11
412,2020-07-18,3874.11803011803,NotreDame-mobility,2020-07-11
413,2020-07-25,3882.5521145521143,NotreDame-mobility,2020-07-11
414,2020-08-01,3904.4043734043735,NotreDame-mobility,2020-07-11
415,2020-08-08,3857.7768897768897,NotreDame-mobility,2020-07-11
416,2020-07-18,5348.630911,OliverWyman-Navigator,2020-07-11
